brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
vauxhall, Mokka X,2017,Semi-Auto,9791.0,Petrol,160.0,43.5,1.4,12490
skoda, Octavia,2019,Manual,4442.0,Diesel,145.0,67.3,1.6,17795
vw, Up,2017,Manual,22000.0,Petrol,145.0,68.9,1.0,7495
merc, A Class,2018,Automatic,9717.0,Petrol,145.0,28.5,1.3,18950
vw, Up,2013,Manual,42180.0,Petrol,20.0,60.1,1.0,6192
vw, Arteon,2019,Semi-Auto,3438.0,Diesel,145.0,50.4,2.0,28995
audi, A8,2018,Automatic,1000.0,Diesel,145.0,50.4,3.0,39500
vw, Golf,2019,Manual,5704.0,Petrol,145.0,47.1,1.5,17298
hyundi, Tucson,2018,Manual,18000.0,Petrol,145.0,44.8,1.6,13690
merc, GLA Class,2017,Semi-Auto,18277.0,Petrol,235.0,,2.0,29449
skoda, Citigo,2018,Manual,15724.0,Petrol,145.0,68.9,1.0,8490
merc, B Class,2019,Semi-Auto,1378.0,Petrol,145.0,45.6,1.3,22490
audi, Q5,2018,Semi-Auto,7968.0,Petrol,145.0,34.0,3.0,40995
skoda, Kamiq,2020,Semi-Auto,2500.0,Petrol,145.0,43.5,1.5,21750
audi, A5,2019,Automatic,5100.0,Diesel,145.0,48.7,2.0,27490
vw, Passat,2016,Manual,56778.0,Diesel,20.0,68.9,1.6,10299
vauxhall, Astra,2020,Manual,100.0,Petrol,145.0,54.3,1.2,15650
audi, Q2,2019,Manual,1998.0,Diesel,145.0,49.6,1.6,21482
vw, Golf,2019,Manual,99.0,Petrol,145.0,47.9,1.5,22295
audi, A1,2016,Manual,22451.0,Petrol,30.0,55.4,1.4,12000
merc, E Class,2019,Semi-Auto,14665.0,Diesel,150.0,65.7,2.0,28000
skoda, Fabia,2018,Semi-Auto,5000.0,Petrol,145.0,60.1,1.0,13425
audi, Q5,2015,Automatic,44523.0,Diesel,,44.1,3.0,19990
vauxhall, Mokka X,2019,Manual,9745.0,Petrol,145.0,39.2,1.4,14995
hyundi, Tucson,2016,Semi-Auto,47347.0,Diesel,125.0,57.6,1.7,16401
merc, CLS Class,2017,Automatic,39040.0,Diesel,145.0,,2.1,19000
vw, Tiguan,2019,Semi-Auto,13298.0,Diesel,145.0,46.3,2.0,25995
ford, Fiesta,2018,Manual,5735.0,Petrol,,58.9,1.0,12995
bmw, 4 Series,2016,Semi-Auto,34171.0,Diesel,145.0,,3.0,19880
vw, Scirocco,2016,Manual,44015.0,Diesel,30.0,,2.0,12912
ford, S-MAX,2015,Manual,53855.0,Diesel,125.0,56.5,2.0,13979
ford, EcoSport,2018,Manual,10549.0,Petrol,,54.3,1.0,15000
merc, A Class,2020,Automatic,400.0,Petrol,145.0,28.5,1.3,24900
merc, CL Class,2014,Manual,62479.0,Diesel,30.0,64.2,1.8,12000
vauxhall, Combo Life,2019,Automatic,564.0,Diesel,145.0,50.4,1.5,18000
toyota, Yaris,2013,Automatic,54473.0,Hybrid,0.0,80.7,1.5,8298
vw, Golf,2019,Manual,8908.0,Petrol,145.0,47.1,1.5,17298
bmw, 1 Series,2017,Semi-Auto,31934.0,Petrol,200.0,39.8,3.0,20298
audi, Q3,2017,Automatic,19000.0,Petrol,145.0,47.9,1.4,21000
vw, Shuttle,2018,Manual,24339.0,Diesel,145.0,47.1,2.0,18998
audi, A3,2014,Manual,44000.0,Diesel,0.0,74.3,1.6,7490
vauxhall, Crossland X,2018,Manual,25333.0,Petrol,145.0,44.8,1.2,10998
hyundi, Tucson,2017,Manual,41617.0,Diesel,,47.9,2.0,16750
ford, Kuga,2018,Semi-Auto,12365.0,Diesel,145.0,54.3,2.0,20990
merc, C Class,2015,Automatic,57081.0,Diesel,30.0,61.4,2.1,13900
skoda, Fabia,2016,Manual,21752.0,Petrol,,60.1,1.2,9495
toyota, Auris,2016,Automatic,29031.0,Hybrid,0.0,70.6,1.8,17490
vw, Golf,2019,Manual,3000.0,Petrol,145.0,49.6,1.5,18995
toyota, Yaris,2017,Manual,19800.0,Petrol,30.0,55.0,1.3,9495
ford, Kuga,2017,Semi-Auto,42200.0,Diesel,145.0,54.3,2.0,15500
bmw, 1 Series,2015,Automatic,45000.0,Diesel,125.0,,2.0,13490
skoda, Fabia,2019,Manual,12523.0,Petrol,,57.7,1.0,10207
ford, Fiesta,2016,Manual,32346.0,Petrol,0.0,,1.0,8695
ford, Fiesta,2019,Manual,4409.0,Petrol,,60.1,1.0,17995
audi, Q2,2019,Manual,4667.0,Diesel,,49.6,1.6,20444
toyota, Aygo,2017,Manual,30000.0,Petrol,0.0,68.9,1.0,7500
vauxhall, Astra,2016,Automatic,11899.0,Petrol,125.0,,1.4,11199
ford, Fiesta,2018,Automatic,30721.0,Petrol,150.0,54.3,1.0,10500
vw, Polo,2016,Manual,35586.0,Petrol,20.0,,1.2,8850
toyota, Yaris,2019,Manual,1983.0,Petrol,145.0,47.9,1.5,11990
merc, A Class,2014,Manual,38124.0,Diesel,20.0,72.4,1.5,10490
bmw, X2,2019,Semi-Auto,3898.0,Petrol,150.0,39.2,2.0,29991
bmw, X5,2016,Automatic,25701.0,Diesel,200.0,47.1,3.0,31929
skoda, Octavia,2016,Manual,22996.0,Diesel,30.0,64.2,2.0,14500
ford, Fiesta,2017,Automatic,7556.0,Petrol,0.0,57.7,1.0,12000
vauxhall, Astra,2016,Manual,18553.0,Petrol,125.0,,1.4,10750
bmw, 2 Series,2016,Manual,17586.0,Petrol,125.0,52.3,1.5,12499
vauxhall, Crossland X,2018,Manual,4184.0,Petrol,,44.8,1.2,10999
merc, A Class,2019,Semi-Auto,14976.0,Diesel,145.0,65.7,1.5,19980
bmw, 3 Series,2016,Automatic,27562.0,Diesel,145.0,56.5,3.0,15899
skoda, Superb,2018,Manual,14238.0,Petrol,145.0,54.3,1.4,17067
vauxhall, GTC,2016,Manual,37841.0,Petrol,160.0,47.1,1.4,7399
vw, T-Roc,2019,Manual,6000.0,Diesel,145.0,50.4,1.6,20990
merc, E Class,2014,Automatic,98514.0,Diesel,165.0,51.4,2.1,11250
bmw, 3 Series,2015,Automatic,41115.0,Diesel,165.0,51.4,3.0,16940
ford, C-MAX,2016,Manual,37000.0,Diesel,20.0,68.9,1.5,10000
toyota, Aygo,2016,Semi-Auto,15844.0,Petrol,0.0,67.0,1.0,7695
skoda, Octavia,2015,Automatic,39844.0,Diesel,30.0,62.8,2.0,9500
bmw, 8 Series,2019,Semi-Auto,12.0,Diesel,150.0,39.8,3.0,57000
merc, C Class,2015,Semi-Auto,30380.0,Diesel,20.0,64.2,2.1,14440
ford, Fiesta,2014,Manual,35000.0,Petrol,0.0,65.7,1.0,6990
vw, T-Roc,2019,Manual,5156.0,Petrol,145.0,42.2,1.5,21991
bmw, X4,2019,Semi-Auto,5491.0,Petrol,,26.9,3.0,39950
bmw, 3 Series,2019,Semi-Auto,8190.0,Diesel,145.0,48.7,2.0,29250
vauxhall, Corsa,2013,Manual,43101.0,Petrol,125.0,51.4,1.2,4998
ford, EcoSport,2017,Manual,27175.0,Petrol,145.0,52.3,1.0,9995
vw, Touran,2016,Manual,41210.0,Diesel,,64.2,2.0,14960
vauxhall, Mokka X,2019,Semi-Auto,18974.0,Petrol,145.0,37.2,1.4,13780
vw, Tiguan,2016,Semi-Auto,55162.0,Diesel,160.0,,2.0,12495
bmw, 3 Series,2017,Semi-Auto,24628.0,Petrol,145.0,47.9,2.0,15460
audi, A5,2020,Semi-Auto,6000.0,Petrol,145.0,39.8,2.0,33000
skoda, Kodiaq,2020,Automatic,5777.0,Diesel,145.0,39.8,2.0,29400
bmw, 1 Series,2014,Manual,53050.0,Petrol,300.0,35.3,3.0,14099
vw, Golf,2018,Manual,22000.0,Petrol,145.0,55.4,1.5,13995
vw, Golf,2019,Manual,5445.0,Diesel,145.0,62.8,2.0,21995
skoda, Octavia,2017,Manual,28270.0,Petrol,145.0,58.9,1.0,10380
bmw, 1 Series,2017,Automatic,17760.0,Diesel,145.0,61.4,2.0,19888
vauxhall, Corsa,2019,Manual,4254.0,Petrol,145.0,43.5,1.4,10469
vw, Golf,2017,Manual,63910.0,Diesel,0.0,74.3,1.6,11695
toyota, Yaris,2017,Manual,25724.0,Petrol,30.0,55.0,1.3,9995
bmw, X1,2013,Manual,64000.0,Diesel,160.0,51.4,2.0,7990
ford, Fiesta,2015,Manual,58363.0,Petrol,145.0,47.9,1.6,8524
ford, Kuga,2015,Automatic,35000.0,Diesel,150.0,52.3,2.0,13495
audi, A4,2016,Manual,28500.0,Diesel,30.0,64.2,2.0,16990
ford, Fiesta,2018,Manual,16398.0,Petrol,145.0,55.4,1.0,14296
vauxhall, Corsa,2017,Automatic,14012.0,Petrol,150.0,47.9,1.4,9995
audi, A4,2017,Manual,38331.0,Diesel,20.0,68.9,2.0,16380
vauxhall, Corsa,2013,Manual,40933.0,Petrol,125.0,51.4,1.4,4498
bmw, 4 Series,2016,Automatic,54055.0,Diesel,125.0,,2.0,15399
vauxhall, Corsa,2017,Manual,40000.0,Diesel,145.0,80.7,1.2,7995
merc, C Class,2019,Semi-Auto,7395.0,Diesel,145.0,56.5,2.0,28299
ford, C-MAX,2013,Manual,72937.0,Diesel,30.0,61.4,1.6,6250
vw, Passat,2019,Automatic,11993.0,Petrol,,41.5,0.0,18500
vauxhall, Corsa,2017,Manual,21041.0,Petrol,145.0,55.4,1.4,6950
vw, Polo,2020,Manual,2000.0,Petrol,145.0,48.7,1.0,14990
audi, A6,2015,Semi-Auto,65866.0,Petrol,325.0,30.7,4.0,22995
vauxhall, Astra,2017,Manual,9119.0,Petrol,125.0,50.4,1.4,11950
ford, Ka+,2018,Manual,14459.0,Petrol,150.0,47.9,1.2,7995
vw, Up,2019,Manual,3000.0,Petrol,145.0,,1.0,10350
merc, CL Class,2017,Manual,26732.0,Diesel,150.0,65.7,2.1,17200
vw, Up,2017,Manual,23450.0,Petrol,150.0,64.2,1.0,7391
ford, Focus,2019,Manual,3200.0,Petrol,145.0,58.9,1.0,17800
skoda, Octavia,2019,Manual,18.0,Diesel,145.0,54.3,2.0,19950
skoda, Karoq,2019,Manual,1543.0,Petrol,,42.2,1.0,20990
hyundi, Tucson,2017,Manual,19348.0,Diesel,30.0,61.7,1.7,13735
skoda, Kodiaq,2019,Automatic,5028.0,Petrol,145.0,34.0,1.5,27450
vw, Polo,2017,Manual,11435.0,Petrol,,60.1,1.2,10627
vw, Polo,2017,Manual,35443.0,Petrol,145.0,60.1,1.2,10191
merc, C Class,2017,Automatic,25000.0,Hybrid,140.0,134.5,2.0,21000
vauxhall, Mokka X,2018,Semi-Auto,32346.0,Petrol,150.0,37.2,1.4,13490
bmw, 4 Series,2017,Manual,,Diesel,145.0,60.1,2.0,19000
skoda, Octavia,2015,Manual,28204.0,Diesel,20.0,68.9,2.0,9699
bmw, X5,2019,Semi-Auto,9450.0,Diesel,145.0,37.7,3.0,45000
vauxhall, Grandland X,2018,Manual,5845.0,Petrol,150.0,44.1,1.2,15000
merc, A Class,2013,Manual,106000.0,Diesel,30.0,62.8,1.8,7992
vw, Sharan,2013,Automatic,51700.0,Diesel,155.0,49.6,2.0,9500
ford, EcoSport,2018,Manual,7562.0,Petrol,145.0,54.3,1.0,12899
bmw, 7 Series,2019,Semi-Auto,1075.0,Diesel,145.0,41.5,3.0,47975
bmw, 3 Series,2019,Semi-Auto,15002.0,Diesel,145.0,48.7,2.0,26998
vw, Passat,2017,Semi-Auto,27578.0,Hybrid,0.0,,1.4,19995
skoda, Yeti Outdoor,2016,Manual,29103.0,Diesel,145.0,55.4,2.0,13000
skoda, Fabia,2015,Manual,48000.0,Petrol,20.0,60.1,1.2,6995
skoda, Octavia,2017,Manual,33460.0,Petrol,145.0,54.3,1.4,10492
ford, Focus,2017,Manual,40850.0,Diesel,145.0,74.3,1.5,11498
skoda, Superb,2017,Manual,19532.0,Diesel,150.0,67.3,1.6,14698
bmw, 4 Series,2019,Semi-Auto,7208.0,Diesel,145.0,65.7,2.0,25160
merc, A Class,2016,Manual,16741.0,Petrol,125.0,51.4,1.6,14750
hyundi, Tucson,2016,Manual,21240.0,Diesel,30.0,61.7,1.7,11498
bmw, 3 Series,2019,Semi-Auto,10430.0,Diesel,150.0,52.3,2.0,27888
ford, Mondeo,2019,Manual,192.0,Diesel,145.0,65.7,2.0,20000
merc, A Class,2018,Semi-Auto,7009.0,Petrol,145.0,53.3,1.3,22995
audi, A4,2016,Semi-Auto,50900.0,Diesel,20.0,67.3,2.0,14900
audi, A3,2016,Semi-Auto,33241.0,Diesel,30.0,61.4,2.0,16990
vw, Golf,2015,Semi-Auto,42121.0,Petrol,30.0,56.5,1.4,10491
ford, Fiesta,2019,Automatic,5452.0,Petrol,145.0,48.7,1.0,13890
vw, Tiguan,2015,Semi-Auto,68423.0,Diesel,165.0,49.6,2.0,10991
vw, Golf,2016,Automatic,31993.0,Diesel,,56.5,2.0,16880
vw, Polo,2018,Manual,16096.0,Petrol,145.0,48.7,1.0,12282
vw, Tiguan,2018,Manual,12006.0,Diesel,150.0,58.9,2.0,17400
hyundi, I10,2014,Manual,38751.0,Petrol,20.0,60.1,1.0,5495
hyundi, Tucson,2019,Manual,4270.0,Petrol,145.0,34.9,1.6,16195
skoda, Octavia,2019,Manual,14122.0,Diesel,,67.3,1.6,13990
hyundi, Ioniq,2019,Automatic,4328.0,Hybrid,,78.5,1.6,19495
merc, C Class,2019,Automatic,6224.0,Petrol,145.0,44.1,1.5,24950
audi, A5,2017,Manual,44934.0,Diesel,30.0,67.3,2.0,17599
ford, C-MAX,2015,Manual,50395.0,Diesel,,61.4,1.6,6999
ford, EcoSport,2017,Manual,20833.0,Petrol,145.0,52.3,1.0,10300
merc, GLA Class,2019,Semi-Auto,1481.0,Diesel,145.0,64.2,2.1,24999
merc, E Class,2015,Automatic,41952.0,Diesel,30.0,64.2,2.1,13750
merc, C Class,2015,Semi-Auto,29817.0,Diesel,30.0,64.2,2.1,18498
hyundi, I20,2016,Manual,27918.0,Petrol,0.0,65.7,1.0,7698
hyundi, Tucson,2019,Manual,17241.0,Petrol,145.0,35.3,1.6,15798
ford, Focus,2018,Manual,19550.0,Petrol,145.0,57.7,1.0,13265
vw, Touran,2018,Manual,15332.0,Diesel,145.0,51.4,1.6,17266
bmw, 1 Series,2017,Manual,23787.0,Diesel,,83.1,1.5,11500
skoda, Fabia,2019,Manual,4987.0,Petrol,145.0,,1.0,11000
audi, TT,2013,Manual,67691.0,Diesel,145.0,53.3,2.0,9250
toyota, Aygo,2016,Manual,21304.0,Petrol,0.0,,1.0,7250
audi, A5,2014,Manual,74074.0,Diesel,145.0,55.4,2.0,12690
merc, GLE Class,2016,Semi-Auto,36500.0,Diesel,260.0,,3.0,28799
vw, Polo,2013,Manual,46350.0,Petrol,,51.4,1.2,4995
vw, Golf,2016,Manual,47647.0,Petrol,30.0,53.3,1.4,11100
vw, Passat,2019,Semi-Auto,3028.0,Hybrid,140.0,43.5,1.4,29990
hyundi, I20,2015,Manual,43795.0,Petrol,125.0,51.4,1.4,6698
skoda, Fabia,2018,Automatic,1052.0,Petrol,145.0,61.4,1.0,12490
hyundi, I20,2015,Manual,35921.0,Petrol,30.0,55.4,1.2,7298
audi, A4,2019,Automatic,3957.0,Petrol,145.0,38.2,2.0,25850
hyundi, IX35,2013,Automatic,90000.0,Diesel,300.0,39.2,2.0,7995
vauxhall, Corsa,2016,Manual,25286.0,Petrol,30.0,54.3,1.4,6979
skoda, Octavia,2019,Automatic,2839.0,Petrol,150.0,55.4,1.5,15750
ford, Focus,2016,Manual,44876.0,Diesel,0.0,74.3,1.5,8900
toyota, Aygo,2017,Manual,6545.0,Petrol,145.0,69.0,1.0,6980
audi, A5,2019,Automatic,6939.0,Petrol,145.0,40.4,2.0,26500
vauxhall, Grandland X,2020,Manual,1032.0,Diesel,145.0,55.4,1.5,16499
hyundi, Santa Fe,2016,Semi-Auto,47077.0,Diesel,235.0,42.8,2.2,16495
merc, C Class,2017,Semi-Auto,14000.0,Diesel,30.0,,2.1,22499
ford, Fiesta,2018,Manual,10527.0,Petrol,145.0,65.7,1.0,10850
skoda, Octavia,2014,Manual,57502.0,Diesel,,74.3,1.6,7698
merc, C Class,2018,Semi-Auto,17000.0,Diesel,145.0,,2.1,23299
merc, A Class,2013,Manual,32457.0,Petrol,,51.4,1.6,10190
merc, C Class,2017,Automatic,36047.0,Diesel,145.0,61.4,2.1,19762
ford, S-MAX,2017,Manual,49789.0,Diesel,145.0,,2.0,14990
skoda, Karoq,2018,Automatic,14280.0,Petrol,145.0,51.4,1.5,18991
hyundi, Tucson,2017,Semi-Auto,17526.0,Diesel,145.0,57.6,1.7,14998
vw, Polo,2018,Semi-Auto,14310.0,Petrol,145.0,61.4,1.0,14490
hyundi, Santa Fe,2018,Manual,27410.0,Diesel,145.0,47.1,2.2,18495
skoda, Octavia,2019,Manual,14167.0,Petrol,150.0,60.1,1.0,13398
bmw, X1,2017,Semi-Auto,41604.0,Diesel,150.0,55.4,2.0,17998
vw, Arteon,2018,Semi-Auto,21299.0,Petrol,,47.1,2.0,22995
vauxhall, Insignia,2017,Automatic,14847.0,Diesel,145.0,52.3,1.6,11491
ford, Fiesta,2018,Manual,14346.0,Petrol,145.0,62.8,1.0,12400
ford, Fiesta,2016,Manual,9906.0,Petrol,20.0,62.8,1.0,10498
bmw, 6 Series,2016,Automatic,41963.0,Diesel,160.0,,3.0,19999
bmw, 3 Series,2013,Manual,72315.0,Diesel,30.0,,2.0,10998
skoda, Scala,2019,Automatic,1000.0,Petrol,145.0,,1.5,17995
vw, Arteon,2019,Automatic,4560.0,Diesel,145.0,,2.0,24800
bmw, 1 Series,2019,Manual,2557.0,Petrol,145.0,44.1,1.5,19980
toyota, Yaris,2015,Automatic,26601.0,Petrol,30.0,58.0,1.3,7999
bmw, 1 Series,2016,Manual,39000.0,Diesel,20.0,70.6,1.5,11990
vw, Up,2019,Manual,75.0,Petrol,145.0,54.3,1.0,10990
vw, Golf,2015,Automatic,56728.0,Diesel,30.0,62.8,2.0,10999
ford, Fiesta,2017,Manual,41037.0,Petrol,0.0,65.7,1.0,8610
vauxhall, Corsa,2019,Manual,16628.0,Petrol,,43.5,1.4,8499
ford, Fiesta,2014,Manual,34600.0,Petrol,0.0,65.7,1.0,8279
ford, Mondeo,2015,Manual,48906.0,Diesel,0.0,78.5,1.5,9300
merc, A Class,2017,Semi-Auto,61647.0,Diesel,20.0,74.3,1.5,13990
bmw, 5 Series,2016,Automatic,34424.0,Diesel,30.0,62.8,2.0,14373
vw, Golf,2019,Manual,2857.0,Petrol,145.0,45.6,1.5,20890
ford, Fiesta,2014,Manual,33042.0,Petrol,0.0,65.7,1.0,7450
ford, Puma,2019,Manual,300.0,Petrol,145.0,50.4,1.0,21000
merc, A Class,2017,Automatic,10707.0,Diesel,,68.9,2.1,17399
vauxhall, Corsa,2019,Manual,4733.0,Petrol,145.0,43.5,1.4,11495
hyundi, Tucson,2017,Manual,55625.0,Diesel,30.0,61.7,1.7,11998
vauxhall, Mokka X,2017,Manual,15844.0,Petrol,145.0,47.1,1.4,12998
skoda, Octavia,2019,Manual,7125.0,Petrol,145.0,52.3,1.5,15995
vw, Golf,2016,Manual,49650.0,Diesel,0.0,74.3,1.6,10791
audi, Q3,2017,Semi-Auto,17013.0,Petrol,145.0,47.9,1.4,18498
audi, Q2,2019,Manual,7801.0,Diesel,145.0,46.3,1.6,25444
vw, Golf,2017,Manual,31869.0,Diesel,150.0,67.3,2.0,13521
hyundi, I20,2016,Manual,64074.0,Petrol,20.0,62.8,1.0,7995
merc, GLA Class,2016,Automatic,31211.0,Petrol,235.0,37.7,2.0,26995
vw, Passat,2019,Manual,6232.0,Petrol,,,1.5,22490
vw, Golf,2019,Semi-Auto,6904.0,Petrol,145.0,43.5,1.5,21950
toyota, Aygo,2018,Manual,13944.0,Petrol,145.0,,1.0,7695
bmw, 5 Series,2018,Semi-Auto,9629.0,Diesel,145.0,56.5,3.0,29500
ford, Fiesta,2017,Manual,10861.0,Petrol,150.0,65.7,1.0,9699
vw, Golf,2019,Manual,2355.0,Petrol,145.0,47.9,1.5,21999
audi, A3,2017,Semi-Auto,21350.0,Petrol,160.0,43.5,2.0,25999
skoda, Citigo,2017,Automatic,7187.0,Petrol,145.0,64.2,1.0,9699
audi, A4,2016,Manual,51109.0,Diesel,30.0,67.3,2.0,15472
audi, A6,2007,Manual,127700.0,Diesel,,44.1,2.0,2600
bmw, 1 Series,2016,Manual,52811.0,Diesel,0.0,83.1,1.5,9699
audi, A1,2015,Manual,57397.0,Diesel,0.0,80.7,1.6,8751
audi, Q7,2016,Automatic,53000.0,Diesel,200.0,47.9,3.0,28990
merc, C Class,2019,Automatic,5877.0,Petrol,145.0,44.1,2.0,29945
vw, Polo,2017,Manual,25432.0,Petrol,145.0,60.1,1.2,10299
vauxhall, Corsa,2018,Manual,24500.0,Petrol,150.0,43.5,1.4,8990
skoda, Rapid,2017,Manual,22199.0,Petrol,30.0,57.7,1.2,10800
merc, C Class,2016,Semi-Auto,34258.0,Diesel,30.0,64.2,2.1,16990
vauxhall, Mokka X,2019,Manual,14417.0,Petrol,150.0,,1.4,14240
vauxhall, Mokka X,2017,Automatic,,Petrol,145.0,43.5,1.4,12250
toyota, Auris,2016,Automatic,33487.0,Hybrid,0.0,78.5,1.8,12495
vauxhall, Meriva,2012,Manual,54500.0,Petrol,160.0,46.3,1.4,3290
hyundi, I800,2019,Automatic,4733.0,Diesel,145.0,31.7,2.5,20495
merc, E Class,2019,Automatic,7580.0,Diesel,145.0,67.3,2.0,25780
merc, SL CLASS,2017,Manual,28465.0,Petrol,160.0,43.5,2.0,18900
ford, Focus,2017,Manual,24951.0,Diesel,145.0,74.3,1.5,10000
bmw, 3 Series,2019,Automatic,5000.0,Diesel,145.0,52.3,2.0,27980
skoda, Fabia,2016,Automatic,12797.0,Petrol,,60.1,1.2,11000
bmw, 3 Series,2019,Manual,10.0,Diesel,145.0,54.3,2.0,29990
ford, Kuga,2019,Manual,14429.0,Diesel,145.0,47.9,2.0,19000
bmw, 3 Series,2018,Semi-Auto,8344.0,Diesel,,53.3,3.0,25990
hyundi, I10,2019,Manual,3500.0,Petrol,,49.6,1.0,9495
vauxhall, Insignia,2016,Manual,48903.0,Diesel,20.0,72.4,1.6,8360
ford, Fiesta,2018,Manual,6300.0,Petrol,145.0,55.4,1.0,14799
vw, Golf,2017,Manual,24317.0,Petrol,150.0,54.3,1.4,13490
vauxhall, Mokka X,2019,Automatic,15330.0,Petrol,145.0,37.2,1.4,15532
vauxhall, Corsa,2019,Manual,2674.0,Petrol,145.0,43.5,1.4,10998
merc, CLS Class,2016,Automatic,54195.0,Diesel,165.0,,3.0,18900
vw, Golf,2015,Semi-Auto,52117.0,Petrol,200.0,39.8,2.0,17982
vauxhall, Corsa,2019,Manual,4288.0,Petrol,145.0,43.5,1.4,8460
hyundi, I800,2019,Automatic,804.0,Diesel,145.0,,2.5,20000
bmw, X6,2016,Semi-Auto,38680.0,Diesel,200.0,47.1,3.0,27750
merc, C Class,2019,Automatic,5144.0,Diesel,145.0,56.5,2.0,27998
vw, Scirocco,2008,Manual,82156.0,Petrol,260.0,37.2,2.0,5000
merc, E Class,2016,Automatic,21316.0,Diesel,165.0,50.4,3.0,21317
vw, T-Roc,2020,Manual,2461.0,Petrol,150.0,42.2,1.5,21411
ford, KA,2015,Manual,22366.0,Petrol,30.0,,1.2,5192
vw, Polo,2016,Manual,26772.0,Petrol,20.0,,1.2,9840
bmw, 1 Series,2016,Manual,23000.0,Petrol,260.0,36.2,3.0,16990
vauxhall, Crossland X,2019,Manual,2150.0,Petrol,145.0,44.8,1.2,14490
audi, A3,2019,Automatic,1985.0,Petrol,,40.9,2.0,21950
vauxhall, Zafira,2014,Manual,42932.0,Petrol,200.0,42.8,1.4,7990
vw, Up,2015,Manual,40009.0,Petrol,,62.8,1.0,6250
toyota, RAV4,2016,Automatic,24757.0,Hybrid,20.0,57.6,2.5,19995
vw, T-Cross,2019,Manual,6127.0,Diesel,145.0,53.3,1.6,16990
skoda, Citigo,2016,Manual,17368.0,Petrol,20.0,62.8,1.0,6295
vw, Arteon,2019,Semi-Auto,1500.0,Petrol,145.0,32.8,2.0,31000
merc, GLC Class,2019,Semi-Auto,13650.0,Diesel,145.0,41.5,2.1,30980
vauxhall, Corsa,2014,Manual,65000.0,Petrol,125.0,51.4,1.2,4965
toyota, Auris,2016,Manual,34455.0,Petrol,125.0,52.3,1.2,9295
audi, A6,2019,Semi-Auto,3596.0,Diesel,,50.4,2.0,32750
audi, A3,2019,Semi-Auto,6000.0,Petrol,145.0,38.2,2.0,26990
ford, Fiesta,2019,Manual,4640.0,Petrol,145.0,58.9,1.0,15000
hyundi, Tucson,2016,Manual,29217.0,Diesel,200.0,47.9,2.0,17991
merc, C Class,2014,Semi-Auto,51929.0,Diesel,145.0,53.3,2.1,10498
ford, Focus,2017,Manual,27188.0,Petrol,145.0,,2.0,17950
audi, A1,2016,Automatic,22791.0,Petrol,30.0,58.9,1.4,15000
ford, Focus,2018,Manual,6000.0,Diesel,145.0,,1.5,15999
vauxhall, Corsa,2016,Manual,29626.0,Petrol,30.0,54.3,1.4,7099
bmw, X1,2018,Automatic,10947.0,Diesel,145.0,60.1,2.0,21800
audi, A3,2017,Manual,14264.0,Petrol,145.0,54.3,1.5,18998
ford, C-MAX,2019,Manual,3629.0,Petrol,145.0,49.6,1.0,13000
vauxhall, Corsa,2019,Manual,5.0,Petrol,150.0,44.8,1.4,10590
vw, Polo,2019,Manual,3100.0,Petrol,145.0,52.3,1.0,14699
bmw, 3 Series,2017,Automatic,42205.0,Diesel,150.0,62.8,2.0,16500
merc, C Class,2018,Automatic,14467.0,Diesel,145.0,61.4,2.1,19840
audi, A3,2016,Automatic,63180.0,Diesel,125.0,57.6,2.0,14295
ford, Focus,2018,Manual,16475.0,Diesel,150.0,74.3,1.5,13000
vw, Golf,2019,Manual,6000.0,Diesel,145.0,,2.0,18750
bmw, 4 Series,2014,Automatic,80450.0,Diesel,145.0,56.5,2.0,12499
bmw, 3 Series,2019,Automatic,,Diesel,145.0,,2.0,27596
vauxhall, Insignia,2018,Automatic,36285.0,Diesel,145.0,55.4,1.6,12995
skoda, Superb,2019,Automatic,6000.0,Petrol,145.0,33.2,2.0,26990
merc, A Class,2014,Semi-Auto,52311.0,Diesel,,64.2,2.1,13799
merc, C Class,2017,Automatic,25023.0,Diesel,145.0,65.7,2.1,22280
audi, A6,2019,Automatic,4000.0,Diesel,145.0,47.9,2.0,35000
ford, B-MAX,2014,Manual,43738.0,Petrol,30.0,55.4,1.0,6999
vauxhall, Mokka,2015,Manual,30503.0,Petrol,160.0,44.8,1.4,8498
vauxhall, Astra,2017,Manual,19743.0,Petrol,125.0,51.4,1.4,11298
vw, Up,2013,Manual,51647.0,Petrol,20.0,62.8,1.0,3999
toyota, Yaris,2018,Automatic,2080.0,Hybrid,,76.3,1.5,14095
hyundi, I20,2018,Manual,9888.0,Petrol,145.0,,1.2,8645
vauxhall, Mokka,2015,Manual,53807.0,Petrol,200.0,40.9,1.6,7999
merc, C Class,2015,Automatic,30701.0,Diesel,,64.2,2.1,16729
merc, C Class,2017,Automatic,20000.0,Diesel,145.0,64.2,2.1,17490
ford, Focus,2017,Manual,37073.0,Diesel,145.0,74.3,1.5,10499
audi, A5,2016,Semi-Auto,19588.0,Diesel,125.0,58.9,2.0,17500
bmw, 3 Series,2020,Semi-Auto,9.0,Petrol,145.0,34.9,3.0,41990
hyundi, I40,2015,Manual,53441.0,Diesel,30.0,62.8,1.7,8000
bmw, 2 Series,2015,Semi-Auto,55001.0,Diesel,20.0,68.9,2.0,13521
